"","Ethnicity","Title","Gender","Employee Age","Participated","Retained","HOME ORG CODE","Years of Service","Strata","Deidentified ID","title_status","Age","title_binary","strata_binary_10_15","strata_binary_5_10","strata_binary_less_5","strata_binary_greater_15","ethnicity_binary_african_am","ethnicity_binary_caucasian","ethnicity_binary_asian","ethnicity_binary_latina","ethnicity_binary_other","gender_binary_female","gender_binary_male","employeeage","HomeOrgCode","YearsOfService"
"144","CAUCASIAN","TEACHER,FULL TIME","F",62,0,"0","8390",24,"greater than or equal to 15",102528,"teacher","60s",1,0,0,0,1,0,1,0,0,0,1,0,62,"8390",24
"145","CAUCASIAN","TEACHER,FULL TIME","F",64,0,"1","7280",23,"greater than or equal to 15",102536,"teacher","60s",1,0,0,0,1,0,1,0,0,0,1,0,64,"7280",23
"146","CAUCASIAN","TEACHER,FULL TIME","F",61,0,"1","6050",19,"greater than or equal to 15",102544,"teacher","60s",1,0,0,0,1,0,1,0,0,0,1,0,61,"6050",19
"147","CAUCASIAN","SCHOOL COUNSELOR, 10 MONTHS","F",53,0,"1","2380",21,"greater than or equal to 15",102596,"non_classroom_teacher","50s",0,0,0,0,1,0,1,0,0,0,1,0,53,"2380",21
"148","AFRICAN AM","TEACHER,FULL TIME","F",64,0,"0","4394",24,"greater than or equal to 15",102600,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,64,"4394",24
"149","AFRICAN AM","TEACHER,FULL TIME","F",65,0,"0","4440",16,"greater than or equal to 15",102608,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,65,"4440",16
"150","CAUCASIAN","TEACHER,FULL TIME","M",63,0,"1","1470",16,"greater than or equal to 15",102620,"teacher","60s",1,0,0,0,1,0,1,0,0,0,0,1,63,"1470",16
"151","CAUCASIAN","TEACHER,SPEC EDUCATION","M",65,0,"1","2000",24,"greater than or equal to 15",102632,"teacher","60s",1,0,0,0,1,0,1,0,0,0,0,1,65,"2000",24
"152","CAUCASIAN","TEACHER,FULL TIME","M",61,0,"0","5210",18,"greater than or equal to 15",102636,"teacher","60s",1,0,0,0,1,0,1,0,0,0,0,1,61,"5210",18
"153","AFRICAN AM","SCHOOL COUNSELOR, 10 MONTHS","F",59,0,"0","6200",35,"greater than or equal to 15",102640,"non_classroom_teacher","50s",0,0,0,0,1,1,0,0,0,0,1,0,59,"6200",35
"154","AFRICAN AM","TEACHER,FULL TIME","M",57,0,"0","5530",17,"greater than or equal to 15",102644,"teacher","50s",1,0,0,0,1,1,0,0,0,0,0,1,57,"5530",17
"155","CAUCASIAN","TEACHER,SPEC EDUCATION","F",50,0,"1","4030",27,"greater than or equal to 15",102652,"teacher","50s",1,0,0,0,1,0,1,0,0,0,1,0,50,"4030",27
"156","CAUCASIAN","TEACHER,FULL TIME","M",59,0,"1","5400",19,"greater than or equal to 15",102676,"teacher","50s",1,0,0,0,1,0,1,0,0,0,0,1,59,"5400",19
"157","CAUCASIAN","TEACHER,FULL TIME","F",64,0,"0","5500",22,"greater than or equal to 15",102712,"teacher","60s",1,0,0,0,1,0,1,0,0,0,1,0,64,"5500",22
"158","CAUCASIAN","TEACHER,FULL TIME","F",66,0,"0","8340",23,"greater than or equal to 15",102728,"teacher","60s",1,0,0,0,1,0,1,0,0,0,1,0,66,"8340",23
"159","CAUCASIAN","PRE-K REGIONAL INSTRUCTION SPE","F",60,0,"0","9390",38,"greater than or equal to 15",102740,"non_classroom_teacher","60s",0,0,0,0,1,0,1,0,0,0,1,0,60,"9390",38
"160","CAUCASIAN","SCHOOL COUNSELOR, 10 MONTHS","F",49,0,"1","2670",24,"greater than or equal to 15",102756,"non_classroom_teacher","40s",0,0,0,0,1,0,1,0,0,0,1,0,49,"2670",24
"161","CAUCASIAN","TEACHER,FULL TIME","M",46,0,"1","4350",21,"greater than or equal to 15",102764,"teacher","40s",1,0,0,0,1,0,1,0,0,0,0,1,46,"4350",21
"162","ASIAN/PAC","SCHOOL COUNSELOR, 10 MONTHS","F",48,0,"1","5060",24,"greater than or equal to 15",102792,"non_classroom_teacher","40s",0,0,0,0,1,0,0,0,0,0,1,0,48,"5060",24
"163","CAUCASIAN","TEACHER,FULL TIME","F",42,0,"1","2640",18,"greater than or equal to 15",1028,"teacher","40s",1,0,0,0,1,0,1,0,0,0,1,0,42,"2640",18
"164","CAUCASIAN","TEACHER,FULL TIME","M",61,0,"0","6010",38,"greater than or equal to 15",10288,"teacher","60s",1,0,0,0,1,0,1,0,0,0,0,1,61,"6010",38
"165","AFRICAN AM","TEACHER,SPEC EDUCATION","F",61,0,"0","5480",27,"greater than or equal to 15",102908,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,61,"5480",27
"166","CAUCASIAN","TEACHER,FULL TIME","F",56,0,"0","9EW0",34,"greater than or equal to 15",10312,"teacher","50s",1,0,0,0,1,0,1,0,0,0,1,0,56,"9EW0",34
"167","ASIAN/PAC","TEACHER,FULL TIME","F",63,0,"1","7440",22,"greater than or equal to 15",103172,"teacher","60s",1,0,0,0,1,0,0,0,0,0,1,0,63,"7440",22
"168","AFRICAN AM","TEACHER,FULL TIME","F",56,0,"1","7100",22,"greater than or equal to 15",103252,"teacher","50s",1,0,0,0,1,1,0,0,0,0,1,0,56,"7100",22
"169","AFRICAN AM","TEACHER,FULL TIME","F",45,0,"1","1280",22,"greater than or equal to 15",103264,"teacher","40s",1,0,0,0,1,1,0,0,0,0,1,0,45,"1280",22
"170","CAUCASIAN","TEACHER,FULL TIME","F",61,0,"0","5060",38,"greater than or equal to 15",103308,"teacher","60s",1,0,0,0,1,0,1,0,0,0,1,0,61,"5060",38
"171","CAUCASIAN","TEACHER,FULL TIME","F",53,0,"1","7300",16,"greater than or equal to 15",10340,"teacher","50s",1,0,0,0,1,0,1,0,0,0,1,0,53,"7300",16
"172","CAUCASIAN","TEACHER,FULL TIME","M",43,0,"1","6090",19,"greater than or equal to 15",103444,"teacher","40s",1,0,0,0,1,0,1,0,0,0,0,1,43,"6090",19
"173","LATINA/O","TEACHER,FULL TIME","F",40,0,"0","5490",16,"greater than or equal to 15",103464,"teacher","40s",1,0,0,0,1,0,0,0,1,0,1,0,40,"5490",16
"174","AFRICAN AM","TEACHER,SPEC EDUCATION","F",60,0,"0","5060",10,"10 to 15 years",103556,"teacher","60s",1,1,0,0,0,1,0,0,0,0,1,0,60,"5060",10
"175","AFRICAN AM","PRE-K REGIONAL INSTRUCTION SPE","F",64,0,"0","9390",7,"5 to less than 10 years",103648,"non_classroom_teacher","60s",0,0,1,0,0,1,0,0,0,0,1,0,64,"9390",7
"176","CAUCASIAN","TEACHER,FULL TIME","F",63,0,"1","8420",22,"greater than or equal to 15",10376,"teacher","60s",1,0,0,0,1,0,1,0,0,0,1,0,63,"8420",22
"177","AFRICAN AM","TEACHER,FULL TIME","M",64,0,"1","7370",31,"greater than or equal to 15",103760,"teacher","60s",1,0,0,0,1,1,0,0,0,0,0,1,64,"7370",31
"178","AFRICAN AM","TEACHER,SPEC EDUCATION","F",59,0,"1","1290",30,"greater than or equal to 15",103792,"teacher","50s",1,0,0,0,1,1,0,0,0,0,1,0,59,"1290",30
"179","CAUCASIAN","TEACHER,FULL TIME","F",47,0,"1","6380",24,"greater than or equal to 15",103808,"teacher","40s",1,0,0,0,1,0,1,0,0,0,1,0,47,"6380",24
"180","AFRICAN AM","SCHOOL COUNSELOR, 10 MONTHS","F",62,0,"0","2470",13,"10 to 15 years",103976,"non_classroom_teacher","60s",0,1,0,0,0,1,0,0,0,0,1,0,62,"2470",13
"181","AFRICAN AM","TEACHER,SPEC EDUCATION","F",61,0,"0","2480",18,"greater than or equal to 15",103992,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,61,"2480",18
"182","AFRICAN AM","TEACHER,FULL TIME","F",65,0,"0","8380",28,"greater than or equal to 15",103996,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,65,"8380",28
"183","AFRICAN AM","TEACHER,FULL TIME","F",43,0,"0","7510",13,"10 to 15 years",104,"teacher","40s",1,1,0,0,0,1,0,0,0,0,1,0,43,"7510",13
"184","CAUCASIAN","TEACHER,SPEC EDUCATION","F",38,0,"1","7150",16,"greater than or equal to 15",1040,"teacher","30s",1,0,0,0,1,0,1,0,0,0,1,0,38,"7150",16
"185","CAUCASIAN","TEACHER,FULL TIME","F",62,0,"1","1490",30,"greater than or equal to 15",104004,"teacher","60s",1,0,0,0,1,0,1,0,0,0,1,0,62,"1490",30
"186","AFRICAN AM","TEACHER,FULL TIME","F",51,0,"1","7110",19,"greater than or equal to 15",104140,"teacher","50s",1,0,0,0,1,1,0,0,0,0,1,0,51,"7110",19
"187","CAUCASIAN","TEACHER,FULL TIME","F",62,0,"0","9EW0",26,"greater than or equal to 15",104208,"teacher","60s",1,0,0,0,1,0,1,0,0,0,1,0,62,"9EW0",26
"188","AFRICAN AM","TEACHER,FULL TIME","F",65,0,"0","5370",19,"greater than or equal to 15",104212,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,65,"5370",19
"189","AFRICAN AM","TEACHER,FULL TIME","F",66,0,"1","4570",28,"greater than or equal to 15",104304,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,66,"4570",28
"190","AFRICAN AM","TEACHER,SPEC EDUCATION","F",63,0,"0","2000",22,"greater than or equal to 15",104312,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,63,"2000",22
"191","AFRICAN AM","TEACHER,FULL TIME","F",60,0,"0","1010",33,"greater than or equal to 15",104328,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,60,"1010",33
"192","AFRICAN AM","TEACHER,FULL TIME","F",64,0,"0","1490",12,"10 to 15 years",104332,"teacher","60s",1,1,0,0,0,1,0,0,0,0,1,0,64,"1490",12
"193","CAUCASIAN","TEACHER,FULL TIME","M",61,0,"0","7500",15,"greater than or equal to 15",10444,"teacher","60s",1,0,0,0,1,0,1,0,0,0,0,1,61,"7500",15
"194","AFRICAN AM","TEACHER,SPEC EDUCATION","F",62,0,"0","6220",36,"greater than or equal to 15",104556,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,62,"6220",36
"195","CAUCASIAN","TEACHER,SPEC EDUCATION","F",62,1,"1","7350",7,"5 to less than 10 years",10468,"teacher","60s",1,0,1,0,0,0,1,0,0,0,1,0,62,"7350",7
"196","AFRICAN AM","TEACHER,FULL TIME","F",62,0,"0","8340",23,"greater than or equal to 15",104712,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,62,"8340",23
"197","AFRICAN AM","TEACHER,FULL TIME","F",58,0,"1","6340",25,"greater than or equal to 15",104720,"teacher","50s",1,0,0,0,1,1,0,0,0,0,1,0,58,"6340",25
"198","AFRICAN AM","TEACHER,FULL TIME","F",54,0,"1","6438",12,"10 to 15 years",104724,"teacher","50s",1,1,0,0,0,1,0,0,0,0,1,0,54,"6438",12
"199","AFRICAN AM","TEACHER,SPEC EDUCATION","F",62,0,"0","7110",31,"greater than or equal to 15",104848,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,62,"7110",31
"200","CAUCASIAN","TEACHER,FULL TIME","M",54,0,"1","8240",28,"greater than or equal to 15",10488,"teacher","50s",1,0,0,0,1,0,1,0,0,0,0,1,54,"8240",28
"201","AFRICAN AM","TEACHER,FULL TIME","F",45,0,"1","6300",19,"greater than or equal to 15",104952,"teacher","40s",1,0,0,0,1,1,0,0,0,0,1,0,45,"6300",19
"202","AFRICAN AM","TEACHER,FULL TIME","M",62,0,"0","4060",13,"10 to 15 years",105148,"teacher","60s",1,1,0,0,0,1,0,0,0,0,0,1,62,"4060",13
"203","CAUCASIAN","TEACHER,FULL TIME","F",58,0,"0","6050",19,"greater than or equal to 15",105212,"teacher","50s",1,0,0,0,1,0,1,0,0,0,1,0,58,"6050",19
"204","AFRICAN AM","TEACHER,SPEC EDUCATION","F",59,0,"1","8030",32,"greater than or equal to 15",105216,"teacher","50s",1,0,0,0,1,1,0,0,0,0,1,0,59,"8030",32
"205","AFRICAN AM","TEACHER,FULL TIME","F",64,0,"1","6230",19,"greater than or equal to 15",105220,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,64,"6230",19
"206","AFRICAN AM","TEACHER,SPEC EDUCATION","F",58,0,"0","6220",32,"greater than or equal to 15",10524,"teacher","50s",1,0,0,0,1,1,0,0,0,0,1,0,58,"6220",32
"207","AFRICAN AM","TEACHER,SPEC EDUCATION","F",59,0,"0","6380",26,"greater than or equal to 15",10532,"teacher","50s",1,0,0,0,1,1,0,0,0,0,1,0,59,"6380",26
"208","AFRICAN AM","TEACHER,FULL TIME","M",61,0,"0","8460",15,"greater than or equal to 15",105456,"teacher","60s",1,0,0,0,1,1,0,0,0,0,0,1,61,"8460",15
"209","CAUCASIAN","TEACHER,SPEC EDUCATION","F",59,0,"0","8020",28,"greater than or equal to 15",10548,"teacher","50s",1,0,0,0,1,0,1,0,0,0,1,0,59,"8020",28
"210","LATINA/O","TEACHER,FULL TIME","M",57,0,"0","7390",27,"greater than or equal to 15",10552,"teacher","50s",1,0,0,0,1,0,0,0,1,0,0,1,57,"7390",27
"211","AFRICAN AM","TEACHER,SPEC EDUCATION","F",66,0,"0","2000",21,"greater than or equal to 15",105588,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,66,"2000",21
"212","CAUCASIAN","TEACHER,FULL TIME","F",61,0,"0","7310",28,"greater than or equal to 15",10560,"teacher","60s",1,0,0,0,1,0,1,0,0,0,1,0,61,"7310",28
"213","AFRICAN AM","TEACHER,SPEC EDUCATION","F",63,0,"0","5020",25,"greater than or equal to 15",105624,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,63,"5020",25
"214","AFRICAN AM","TEACHER,SPEC EDUCATION","F",65,0,"0","5020",31,"greater than or equal to 15",105636,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,65,"5020",31
"215","AFRICAN AM","TEACHER,FULL TIME","F",59,0,"0","1580",23,"greater than or equal to 15",105644,"teacher","50s",1,0,0,0,1,1,0,0,0,0,1,0,59,"1580",23
"216","AFRICAN AM","TEACHER,FULL TIME","M",58,0,"1","1390",19,"greater than or equal to 15",105676,"teacher","50s",1,0,0,0,1,1,0,0,0,0,0,1,58,"1390",19
"217","CAUCASIAN","SCHOOL COUNSELOR, 10 MONTHS","M",61,0,"0","4360",19,"greater than or equal to 15",10568,"non_classroom_teacher","60s",0,0,0,0,1,0,1,0,0,0,0,1,61,"4360",19
"218","CAUCASIAN","SCHOOL COUNSELOR, 10 MONTHS","M",61,0,"0","4360",19,"greater than or equal to 15",10568,"non_classroom_teacher","60s",0,0,0,0,1,0,1,0,0,0,0,1,61,"4360",19
"219","AFRICAN AM","TEACHER,FULL TIME","F",46,0,"1","1470",19,"greater than or equal to 15",105684,"teacher","40s",1,0,0,0,1,1,0,0,0,0,1,0,46,"1470",19
"220","CAUCASIAN","TEACHER,SPEC EDUCATION","M",56,0,"1","8020",31,"greater than or equal to 15",10580,"teacher","50s",1,0,0,0,1,0,1,0,0,0,0,1,56,"8020",31
"221","AFRICAN AM","TEACHER,FULL TIME","F",64,0,"0","5110",20,"greater than or equal to 15",105808,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,64,"5110",20
"222","CAUCASIAN","TEACHER,SPEC EDUCATION","M",58,0,"0","8020",30,"greater than or equal to 15",10584,"teacher","50s",1,0,0,0,1,0,1,0,0,0,0,1,58,"8020",30
"223","AFRICAN AM","TEACHER,FULL TIME","F",62,0,"0","1200",22,"greater than or equal to 15",105856,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,62,"1200",22
"224","AFRICAN AM","TEACHER,FULL TIME","F",61,0,"1","1580",20,"greater than or equal to 15",105868,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,61,"1580",20
"225","AFRICAN AM","TEACHER,FULL TIME","F",64,0,"0","5200",35,"greater than or equal to 15",105876,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,64,"5200",35
"226","AFRICAN AM","TEACHER,FULL TIME","F",64,0,"0","5020",37,"greater than or equal to 15",105884,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,64,"5020",37
"227","AFRICAN AM","TEACHER,SPEC EDUCATION","F",55,0,"1","7510",27,"greater than or equal to 15",105912,"teacher","50s",1,0,0,0,1,1,0,0,0,0,1,0,55,"7510",27
"228","AFRICAN AM","TEACHER,SPEC EDUCATION","F",49,0,"1","2690",20,"greater than or equal to 15",105928,"teacher","40s",1,0,0,0,1,1,0,0,0,0,1,0,49,"2690",20
"229","CAUCASIAN","TEACHER,FULL TIME","M",63,0,"1","8010",37,"greater than or equal to 15",10604,"teacher","60s",1,0,0,0,1,0,1,0,0,0,0,1,63,"8010",37
"230","AFRICAN AM","TEACHER,FULL TIME","F",60,0,"0","8310",34,"greater than or equal to 15",106080,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,60,"8310",34
"231","AFRICAN AM","TEACHER,FULL TIME","F",62,0,"0","6380",35,"greater than or equal to 15",106144,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,62,"6380",35
"232","AFRICAN AM","TEACHER,FULL TIME","F",64,0,"0","7530",36,"greater than or equal to 15",106184,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,64,"7530",36
"233","AFRICAN AM","TEACHER,FULL TIME","M",60,0,"1","6030",37,"greater than or equal to 15",106264,"teacher","60s",1,0,0,0,1,1,0,0,0,0,0,1,60,"6030",37
"234","CAUCASIAN","TEACHER,SPEC EDUCATION","M",51,0,"1","7120",20,"greater than or equal to 15",106304,"teacher","50s",1,0,0,0,1,0,1,0,0,0,0,1,51,"7120",20
"235","AFRICAN AM","TEACHER,FULL TIME","F",61,0,"1","8310",35,"greater than or equal to 15",106348,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,61,"8310",35
"236","AFRICAN AM","TEACHER,FULL TIME","F",69,0,"0","6330",39,"greater than or equal to 15",106388,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,69,"6330",39
"237","CAUCASIAN","TEACHER,FULL TIME","M",57,0,"0","8380",27,"greater than or equal to 15",10640,"teacher","50s",1,0,0,0,1,0,1,0,0,0,0,1,57,"8380",27
"238","AFRICAN AM","TEACHER,FULL TIME","F",61,0,"0","4140",37,"greater than or equal to 15",106436,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,61,"4140",37
"239","AFRICAN AM","TEACHER,FULL TIME","F",62,0,"0","6400",35,"greater than or equal to 15",106500,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,62,"6400",35
"240","AFRICAN AM","TEACHER,FULL TIME","M",64,0,"0","1010",35,"greater than or equal to 15",106552,"teacher","60s",1,0,0,0,1,1,0,0,0,0,0,1,64,"1010",35
"241","CAUCASIAN","TEACHER,FULL TIME","M",60,0,"0","5150",26,"greater than or equal to 15",106568,"teacher","60s",1,0,0,0,1,0,1,0,0,0,0,1,60,"5150",26
"242","AFRICAN AM","TEACHER,FULL TIME","F",57,0,"0","8120",16,"greater than or equal to 15",106588,"teacher","50s",1,0,0,0,1,1,0,0,0,0,1,0,57,"8120",16
"243","AFRICAN AM","TEACHER,FULL TIME","M",65,0,"0","4020",13,"10 to 15 years",106596,"teacher","60s",1,1,0,0,0,1,0,0,0,0,0,1,65,"4020",13
"244","CAUCASIAN","TEACHER,FULL TIME","F",58,0,"0","8200",23,"greater than or equal to 15",10660,"teacher","50s",1,0,0,0,1,0,1,0,0,0,1,0,58,"8200",23
"245","CAUCASIAN","TEACHER,SPEC EDUCATION","F",57,0,"0","8440",33,"greater than or equal to 15",10664,"teacher","50s",1,0,0,0,1,0,1,0,0,0,1,0,57,"8440",33
"246","AFRICAN AM","TEACHER,SPEC EDUCATION","M",66,0,"0","7010",28,"greater than or equal to 15",106644,"teacher","60s",1,0,0,0,1,1,0,0,0,0,0,1,66,"7010",28
"247","AFRICAN AM","TEACHER,FULL TIME","F",80,0,"1","5020",9,"5 to less than 10 years",106656,"teacher","70s",1,0,1,0,0,1,0,0,0,0,1,0,80,"5020",9
"248","AFRICAN AM","TEACHER,FULL TIME","F",54,0,"1","8020",22,"greater than or equal to 15",106672,"teacher","50s",1,0,0,0,1,1,0,0,0,0,1,0,54,"8020",22
"249","CAUCASIAN","TEACHER,FULL TIME","F",62,0,"0","1390",12,"10 to 15 years",106696,"teacher","60s",1,1,0,0,0,0,1,0,0,0,1,0,62,"1390",12
"250","CAUCASIAN","TEACHER,SPEC EDUCATION","F",59,0,"0","2590",22,"greater than or equal to 15",106700,"teacher","50s",1,0,0,0,1,0,1,0,0,0,1,0,59,"2590",22
"251","AFRICAN AM","TEACHER,SPEC EDUCATION","F",59,0,"1","4560",26,"greater than or equal to 15",106748,"teacher","50s",1,0,0,0,1,1,0,0,0,0,1,0,59,"4560",26
"252","CAUCASIAN","TEACHER,FULL TIME","M",62,0,"1","2000",20,"greater than or equal to 15",10676,"teacher","60s",1,0,0,0,1,0,1,0,0,0,0,1,62,"2000",20
"253","CAUCASIAN","TEACHER,FULL TIME","F",47,0,"1","1400",19,"greater than or equal to 15",106760,"teacher","40s",1,0,0,0,1,0,1,0,0,0,1,0,47,"1400",19
"254","AFRICAN AM","TEACHER,SPEC EDUCATION","F",60,0,"0","7290",30,"greater than or equal to 15",106764,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,60,"7290",30
"255","CAUCASIAN","TEACHER,FULL TIME","F",63,0,"0","9EW0",22,"greater than or equal to 15",106872,"teacher","60s",1,0,0,0,1,0,1,0,0,0,1,0,63,"9EW0",22
"256","CAUCASIAN","TEACHER,FULL TIME","F",59,0,"0","5440",17,"greater than or equal to 15",106880,"teacher","50s",1,0,0,0,1,0,1,0,0,0,1,0,59,"5440",17
"257","CAUCASIAN","TEACHER,SPEC EDUCATION","F",58,0,"0","4280",34,"greater than or equal to 15",106916,"teacher","50s",1,0,0,0,1,0,1,0,0,0,1,0,58,"4280",34
"258","AFRICAN AM","TEACHER,FULL TIME","F",57,0,"0","7260",11,"10 to 15 years",106924,"teacher","50s",1,1,0,0,0,1,0,0,0,0,1,0,57,"7260",11
"259","AFRICAN AM","TEACHER,FULL TIME","F",56,0,"1","7320",19,"greater than or equal to 15",10696,"teacher","50s",1,0,0,0,1,1,0,0,0,0,1,0,56,"7320",19
"260","AFRICAN AM","TEACHER,FULL TIME","F",62,0,"0","2000",25,"greater than or equal to 15",107028,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,62,"2000",25
"261","AFRICAN AM","TEACHER,FULL TIME","M",61,0,"1","9EP0",26,"greater than or equal to 15",10704,"teacher","60s",1,0,0,0,1,1,0,0,0,0,0,1,61,"9EP0",26
"262","AFRICAN AM","TEACHER,FULL TIME","F",60,0,"0","2120",22,"greater than or equal to 15",107044,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,60,"2120",22
"263","CAUCASIAN","TEACHER,SPEC EDUCATION","F",61,0,"0","2130",28,"greater than or equal to 15",107048,"teacher","60s",1,0,0,0,1,0,1,0,0,0,1,0,61,"2130",28
"264","CAUCASIAN","TEACHER,SPEC EDUCATION","F",61,0,"0","8180",34,"greater than or equal to 15",107080,"teacher","60s",1,0,0,0,1,0,1,0,0,0,1,0,61,"8180",34
"265","CAUCASIAN","TEACHER,FULL TIME","M",62,0,"0","8270",23,"greater than or equal to 15",107084,"teacher","60s",1,0,0,0,1,0,1,0,0,0,0,1,62,"8270",23
"266","CAUCASIAN","TEACHER,FULL TIME","F",59,0,"1","7390",21,"greater than or equal to 15",107108,"teacher","50s",1,0,0,0,1,0,1,0,0,0,1,0,59,"7390",21
"267","AFRICAN AM","TEACHER,FULL TIME","F",53,0,"0","8140",16,"greater than or equal to 15",10712,"teacher","50s",1,0,0,0,1,1,0,0,0,0,1,0,53,"8140",16
"268","CAUCASIAN","TEACHER,FULL TIME","M",57,0,"1","4020",21,"greater than or equal to 15",107124,"teacher","50s",1,0,0,0,1,0,1,0,0,0,0,1,57,"4020",21
"269","AFRICAN AM","TEACHER,FULL TIME","F",68,0,"1","1380",20,"greater than or equal to 15",107132,"teacher","60s",1,0,0,0,1,1,0,0,0,0,1,0,68,"1380",20
"270","CAUCASIAN","TEACHER,FULL TIME","F",57,0,"0","7280",16,"greater than or equal to 15",107168,"teacher","50s",1,0,0,0,1,0,1,0,0,0,1,0,57,"7280",16
"271","AFRICAN AM","TEACHER,SPEC EDUCATION","F",55,0,"0","8240",32,"greater than or equal to 15",10720,"teacher","50s",1,0,0,0,1,1,0,0,0,0,1,0,55,"8240",32
"272","CAUCASIAN","TEACHER,FULL TIME","F",46,0,"1","8310",22,"greater than or equal to 15",107200,"teacher","40s",1,0,0,0,1,0,1,0,0,0,1,0,46,"8310",22
"273","AFRICAN AM","TEACHER,FULL TIME","M",60,0,"0","1530",17,"greater than or equal to 15",107220,"teacher","60s",1,0,0,0,1,1,0,0,0,0,0,1,60,"1530",17
"274","CAUCASIAN","TEACHER,SPEC EDUCATION","F",63,0,"0","1350",29,"greater than or equal to 15",107236,"teacher","60s",1,0,0,0,1,0,1,0,0,0,1,0,63,"1350",29
"275","AFRICAN AM","TEACHER,FULL TIME","F",75,0,"1","6050",19,"greater than or equal to 15",107256,"teacher","70s",1,0,0,0,1,1,0,0,0,0,1,0,75,"6050",19
"276","CAUCASIAN","SCHOOL COUNSELOR, 10 MONTHS","F",62,0,"0","8020",37,"greater than or equal to 15",107260,"non_classroom_teacher","60s",0,0,0,0,1,0,1,0,0,0,1,0,62,"8020",37
"277","AFRICAN AM","TEACHER,FULL TIME","F",59,0,"0","5100",19,"greater than or equal to 15",107344,"teacher","50s",1,0,0,0,1,1,0,0,0,0,1,0,59,"5100",19
"278","CAUCASIAN","TEACHER,FULL TIME","F",59,0,"0","2260",27,"greater than or equal to 15",107360,"teacher","50s",1,0,0,0,1,0,1,0,0,0,1,0,59,"2260",27
"279","CAUCASIAN","TEACHER,FULL TIME","M",61,0,"0","6050",32,"greater than or equal to 15",107376,"teacher","60s",1,0,0,0,1,0,1,0,0,0,0,1,61,"6050",32
"280","CAUCASIAN","TEACHER,FULL TIME","F",60,0,"0","8400",25,"greater than or equal to 15",10744,"teacher","60s",1,0,0,0,1,0,1,0,0,0,1,0,60,"8400",25
"281","CAUCASIAN","TEACHER,FULL TIME","F",53,0,"1","7310",18,"greater than or equal to 15",107472,"teacher","50s",1,0,0,0,1,0,1,0,0,0,1,0,53,"7310",18
"282","AFRICAN AM","TEACHER,SPEC EDUCATION","F",73,0,"0","8010",27,"greater than or equal to 15",107488,"teacher","70s",1,0,0,0,1,1,0,0,0,0,1,0,73,"8010",27
"283","CAUCASIAN","TEACHER,FULL TIME","F",49,0,"1","8340",18,"greater than or equal to 15",107508,"teacher","40s",1,0,0,0,1,0,1,0,0,0,1,0,49,"8340",18
"284","CAUCASIAN","TEACHER,FULL TIME","M",52,0,"1","5060",24,"greater than or equal to 15",107548,"teacher","50s",1,0,0,0,1,0,1,0,0,0,0,1,52,"5060",24
"285","CAUCASIAN","TEACHER,FULL TIME","F",54,0,"0","2000",20,"greater than or equal to 15",107572,"teacher","50s",1,0,0,0,1,0,1,0,0,0,1,0,54,"2000",20
"286","CAUCASIAN","TEACHER,FULL TIME","F",52,0,"0","8420",15,"greater than or equal to 15",107576,"teacher","50s",1,0,0,0,1,0,1,0,0,0,1,0,52,"8420",15
"287","CAUCASIAN","TEACHER,FULL TIME","M",39,0,"1","2580",18,"greater than or equal to 15",1076,"teacher","30s",1,0,0,0,1,0,1,0,0,0,0,1,39,"2580",18
"288","AFRICAN AM","TEACHER,SPEC EDUCATION","F",59,0,"0","8440",28,"greater than or equal to 15",10760,"teacher","50s",1,0,0,0,1,1,0,0,0,0,1,0,59,"8440",28
